sales_order_number,order_date,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity,unit_price,net_revenue,unit_cost
AB-2026-10118,2026-02-10,Eigener Shop,K-14149,Kreditkarte,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,64.9,64.9,19.5
AB-2026-10119,2026-06-24,Zalando,K-13009,PayPal,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-10120,2026-04-06,Eigener Shop,K-14186,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,34.9,34.9,9.0
AB-2026-10121,2026-05-09,Eigener Shop,K-10788,Rechnungskauf,SOCK-3P-S-SCH,Sneaker Socken 3er-Pack,S,Schwarz,1,19.9,19.9,4.8
AB-2026-10121,2026-05-09,Eigener Shop,K-10788,Rechnungskauf,SOCK-3P-M-SCH,Sneaker Socken 3er-Pack,M,Schwarz,1,19.9,19.9,4.8
AB-2026-10122,2026-03-11,Eigener Shop,K-15716,Kreditkarte,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,64.9,64.9,19.5
AB-2026-10123,2026-02-03,Eigener Shop,K-12589,PayPal,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,64.9,64.9,19.5
AB-2026-10123,2026-02-03,Eigener Shop,K-12589,PayPal,SOCK-3P-XL-NAV,Sneaker Socken 3er-Pack,XL,Navy,1,19.9,19.9,4.8
AB-2026-10124,2026-06-27,Zalando,K-17689,Rechnungskauf,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,89.9,89.9,28.0
AB-2026-10124,2026-06-27,Zalando,K-17689,Rechnungskauf,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-10125,2026-02-15,Eigener Shop,K-10360,Vorkasse,CAP-LG-XS-OLI,Cap Logo,XS,Oliv,1,24.9,24.9,6.0
AB-2026-10126,2026-04-10,Eigener Shop,K-11325,PayPal,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,29.9,29.9,7.5
AB-2026-10127,2026-04-25,Eigener Shop,K-11115,Vorkasse,TEE-OVS-XL-SCH,T-Shirt Oversized,XL,Schwarz,1,34.9,34.9,9.0
AB-2026-10127,2026-04-25,Eigener Shop,K-11115,Vorkasse,SOCK-3P-S-OLI,Sneaker Socken 3er-Pack,S,Oliv,1,19.9,19.9,4.8
AB-2026-10127,2026-04-25,Eigener Shop,K-11115,Vorkasse,HOOD-ZP-M-NAV,Zip-Hoodie Heavy,M,Navy,1,89.9,89.9,28.0
AB-2026-10128,2026-03-15,Eigener Shop,K-13314,PayPal,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,34.9,34.9,9.0
AB-2026-10128,2026-03-15,Eigener Shop,K-13314,PayPal,SOCK-3P-M-OLI,Sneaker Socken 3er-Pack,M,Oliv,1,19.9,19.9,4.8
AB-2026-10128,2026-03-15,Eigener Shop,K-13314,PayPal,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,79.9,79.9,24.0
AB-2026-10129,2026-06-02,Eigener Shop,K-19436,Rechnungskauf,SOCK-3P-M-NAV,Sneaker Socken 3er-Pack,M,Navy,1,19.9,19.9,4.8
AB-2026-10129,2026-06-02,Eigener Shop,K-19436,Rechnungskauf,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,34.9,34.9,9.0
AB-2026-10130,2026-06-14,Eigener Shop,K-12462,Kreditkarte,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,69.9,69.9,21.0
AB-2026-10130,2026-06-14,Eigener Shop,K-12462,Kreditkarte,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-10131,2026-06-25,Amazon,K-11997,PayPal,TEE-BAS-S-SCH,T-Shirt Basic,S,Schwarz,1,29.9,29.9,7.5
AB-2026-10132,2026-01-30,Zalando,K-18312,Rechnungskauf,TEE-BAS-M-SCH,T-Shirt Basic,M,Schwarz,1,29.9,29.9,7.5
AB-2026-10133,2026-04-03,Amazon,K-19758,Vorkasse,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,89.9,89.9,28.0
AB-2026-10134,2026-01-25,Eigener Shop,K-16668,PayPal,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,89.9,89.9,28.0
AB-2026-10135,2026-05-13,Amazon,K-14935,Vorkasse,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-10136,2026-04-02,Eigener Shop,K-11574,Rechnungskauf,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,64.9,64.9,19.5
AB-2026-10137,2026-05-31,Amazon,K-14495,Vorkasse,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,34.9,34.9,9.0
AB-2026-10137,2026-05-31,Amazon,K-14495,Vorkasse,SOCK-3P-XL-OLI,Sneaker Socken 3er-Pack,XL,Oliv,1,19.9,19.9,4.8
AB-2026-10138,2026-02-02,Eigener Shop,K-10135,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-10139,2026-01-14,Amazon,K-11732,PayPal,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,34.9,34.9,9.0
AB-2026-10140,2026-01-12,Amazon,K-12275,Kreditkarte,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,29.9,29.9,7.5
AB-2026-10141,2026-04-03,Eigener Shop,K-10132,Vorkasse,TEE-OVS-S-WEI,T-Shirt Oversized,S,Weiss,1,34.9,34.9,9.0
AB-2026-10142,2026-03-04,Eigener Shop,K-19580,Kreditkarte,KLEID-PR-M-SCH,Sommerkleid Print,M,Schwarz,1,79.9,79.9,24.0
AB-2026-10142,2026-03-04,Eigener Shop,K-19580,Kreditkarte,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,64.9,64.9,19.5
AB-2026-10143,2026-04-14,Amazon,K-14935,Rechnungskauf,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,64.9,64.9,19.5
AB-2026-10144,2026-06-07,Amazon,K-17369,PayPal,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,19.9,19.9,4.8
AB-2026-10145,2026-01-31,Eigener Shop,K-16364,Rechnungskauf,KLEID-PR-XS-WEI,Sommerkleid Print,XS,Weiss,1,79.9,79.9,24.0
AB-2026-10146,2026-03-27,Eigener Shop,K-15554,Vorkasse,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,34.9,34.9,9.0
AB-2026-10147,2026-02-20,Eigener Shop,K-16143,Rechnungskauf,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-10147,2026-02-20,Eigener Shop,K-16143,Rechnungskauf,CAP-LG-L-WEI,Cap Logo,L,Weiss,1,24.9,24.9,6.0
AB-2026-10148,2026-05-31,Eigener Shop,K-12653,PayPal,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,34.9,34.9,9.0
AB-2026-10149,2026-05-18,Zalando,K-18565,Vorkasse,CAP-LG-L-OLI,Cap Logo,L,Oliv,1,24.9,24.9,6.0
AB-2026-10149,2026-05-18,Zalando,K-18565,Vorkasse,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,24.9,24.9,6.0
AB-2026-10149,2026-05-18,Zalando,K-18565,Vorkasse,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,79.9,79.9,24.0
AB-2026-10149,2026-05-18,Zalando,K-18565,Vorkasse,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,79.9,79.9,24.0
AB-2026-10149,2026-05-18,Zalando,K-18565,Vorkasse,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,34.9,34.9,9.0
AB-2026-10149,2026-05-18,Zalando,K-18565,Vorkasse,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,34.9,34.9,9.0
AB-2026-10150,2026-02-13,Eigener Shop,K-12991,Vorkasse,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,34.9,34.9,9.0
AB-2026-10151,2026-01-23,Amazon,K-11736,Kreditkarte,SOCK-3P-XS-SCH,Sneaker Socken 3er-Pack,XS,Schwarz,1,19.9,19.9,4.8
AB-2026-10152,2026-01-31,Eigener Shop,K-12588,Kreditkarte,KLEID-PR-S-NAV,Sommerkleid Print,S,Navy,1,79.9,79.9,24.0
AB-2026-10153,2026-04-25,Zalando,K-13824,Kreditkarte,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,89.9,89.9,28.0
AB-2026-10153,2026-04-25,Zalando,K-13824,Kreditkarte,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,24.9,24.9,6.0
AB-2026-10154,2026-06-30,Eigener Shop,K-14702,PayPal,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-10155,2026-06-27,Amazon,K-19842,PayPal,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,34.9,34.9,9.0
AB-2026-10156,2026-06-03,Eigener Shop,K-17591,Rechnungskauf,HOOD-ZP-S-SCH,Zip-Hoodie Heavy,S,Schwarz,1,89.9,89.9,28.0
AB-2026-10156,2026-06-03,Eigener Shop,K-17591,Rechnungskauf,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,79.9,79.9,24.0
AB-2026-10157,2026-03-09,Eigener Shop,K-15133,Kreditkarte,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,64.9,64.9,19.5
AB-2026-10158,2026-01-09,Eigener Shop,K-15065,PayPal,HOOD-ZP-L-SCH,Zip-Hoodie Heavy,L,Schwarz,1,89.9,89.9,28.0
AB-2026-10159,2026-05-16,Eigener Shop,K-11531,PayPal,HOOD-ZP-S-SCH,Zip-Hoodie Heavy,S,Schwarz,1,89.9,89.9,28.0
AB-2026-10160,2026-01-03,Amazon,K-14628,PayPal,CAP-LG-XS-OLI,Cap Logo,XS,Oliv,1,24.9,24.9,6.0
AB-2026-10161,2026-06-30,Amazon,K-16182,Kreditkarte,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,19.9,19.9,4.8
AB-2026-10161,2026-06-30,Amazon,K-16182,Kreditkarte,SOCK-3P-XL-NAV,Sneaker Socken 3er-Pack,XL,Navy,1,19.9,19.9,4.8
AB-2026-10162,2026-05-04,Eigener Shop,K-12511,Rechnungskauf,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,89.9,89.9,28.0
AB-2026-10163,2026-02-18,Eigener Shop,K-17461,PayPal,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,89.9,89.9,28.0
AB-2026-10164,2026-05-10,Eigener Shop,K-14734,Vorkasse,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,69.9,69.9,21.0
AB-2026-10165,2026-03-27,Eigener Shop,K-19925,Kreditkarte,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,34.9,34.9,9.0
AB-2026-10165,2026-03-27,Eigener Shop,K-19925,Kreditkarte,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,34.9,34.9,9.0
AB-2026-10165,2026-03-27,Eigener Shop,K-19925,Kreditkarte,KLEID-PR-XL-NAV,Sommerkleid Print,XL,Navy,1,79.9,79.9,24.0
AB-2026-10165,2026-03-27,Eigener Shop,K-19925,Kreditkarte,KLEID-PR-L-NAV,Sommerkleid Print,L,Navy,1,79.9,79.9,24.0
AB-2026-10165,2026-03-27,Eigener Shop,K-19925,Kreditkarte,SOCK-3P-XL-OLI,Sneaker Socken 3er-Pack,XL,Oliv,1,19.9,19.9,4.8
AB-2026-10165,2026-03-27,Eigener Shop,K-19925,Kreditkarte,SOCK-3P-S-OLI,Sneaker Socken 3er-Pack,S,Oliv,1,19.9,19.9,4.8
AB-2026-10166,2026-01-05,Eigener Shop,K-18998,Kreditkarte,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,89.9,89.9,28.0
AB-2026-10166,2026-01-05,Eigener Shop,K-18998,Kreditkarte,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,69.9,69.9,21.0
AB-2026-10167,2026-03-11,Eigener Shop,K-15313,Rechnungskauf,HOOD-CL-XL-OLI,Hoodie Classic,XL,Oliv,1,69.9,69.9,21.0
AB-2026-10167,2026-03-11,Eigener Shop,K-15313,Rechnungskauf,JOG-CL-XL-NAV,Jogger Classic,XL,Navy,1,64.9,64.9,19.5
AB-2026-10168,2026-06-02,Eigener Shop,K-19580,Kreditkarte,CAP-LG-M-NAV,Cap Logo,M,Navy,1,24.9,24.9,6.0
AB-2026-10168,2026-06-02,Eigener Shop,K-19580,Kreditkarte,JOG-CL-XL-NAV,Jogger Classic,XL,Navy,1,64.9,64.9,19.5
AB-2026-10168,2026-06-02,Eigener Shop,K-19580,Kreditkarte,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,69.9,69.9,21.0
AB-2026-10169,2026-05-24,Eigener Shop,K-18842,Rechnungskauf,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,89.9,89.9,28.0
AB-2026-10170,2026-01-01,Amazon,K-13633,Rechnungskauf,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,69.9,69.9,21.0
AB-2026-10171,2026-06-30,Eigener Shop,K-12225,Kreditkarte,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,34.9,34.9,9.0
AB-2026-10171,2026-06-30,Eigener Shop,K-12225,Kreditkarte,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,24.9,24.9,6.0
AB-2026-10171,2026-06-30,Eigener Shop,K-12225,Kreditkarte,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,64.9,64.9,19.5
AB-2026-10172,2026-05-05,Amazon,K-19527,PayPal,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,79.9,79.9,24.0
AB-2026-10173,2026-03-12,Eigener Shop,K-17932,Vorkasse,CAP-LG-XS-NAV,Cap Logo,XS,Navy,1,24.9,24.9,6.0
AB-2026-10173,2026-03-12,Eigener Shop,K-17932,Vorkasse,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,69.9,69.9,21.0
AB-2026-10174,2026-03-26,Amazon,K-19011,Rechnungskauf,CAP-LG-M-SCH,Cap Logo,M,Schwarz,1,24.9,24.9,6.0
AB-2026-10175,2026-01-29,Eigener Shop,K-19724,Kreditkarte,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-10176,2026-06-03,Zalando,K-16995,Kreditkarte,CAP-LG-L-WEI,Cap Logo,L,Weiss,1,24.9,24.9,6.0
AB-2026-10176,2026-06-03,Zalando,K-16995,Kreditkarte,JOG-CL-XL-NAV,Jogger Classic,XL,Navy,1,64.9,64.9,19.5
AB-2026-10177,2026-02-18,Eigener Shop,K-16879,PayPal,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,69.9,69.9,21.0
AB-2026-10177,2026-02-18,Eigener Shop,K-16879,PayPal,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,69.9,69.9,21.0
AB-2026-10178,2026-02-23,Eigener Shop,K-13346,Kreditkarte,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,89.9,89.9,28.0
AB-2026-10179,2026-03-22,Eigener Shop,K-13606,Rechnungskauf,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,64.9,64.9,19.5
AB-2026-10180,2026-06-13,Amazon,K-11412,Kreditkarte,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,79.9,79.9,24.0
AB-2026-10180,2026-06-13,Amazon,K-11412,Kreditkarte,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,79.9,79.9,24.0
AB-2026-10181,2026-02-12,Eigener Shop,K-18893,PayPal,TEE-BAS-L-OLI,T-Shirt Basic,L,Oliv,1,29.9,29.9,7.5
AB-2026-10182,2026-05-16,Eigener Shop,K-14335,PayPal,CAP-LG-XS-NAV,Cap Logo,XS,Navy,1,24.9,24.9,6.0
AB-2026-10182,2026-05-16,Eigener Shop,K-14335,PayPal,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-10183,2026-03-18,Eigener Shop,K-12292,Kreditkarte,JOG-CL-L-OLI,Jogger Classic,L,Oliv,1,64.9,64.9,19.5
AB-2026-10184,2026-04-19,Eigener Shop,K-12547,Rechnungskauf,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,79.9,79.9,24.0
AB-2026-10184,2026-04-19,Eigener Shop,K-12547,Rechnungskauf,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-10184,2026-04-19,Eigener Shop,K-12547,Rechnungskauf,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,89.9,89.9,28.0
AB-2026-10185,2026-03-04,Eigener Shop,K-14281,Vorkasse,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,79.9,79.9,24.0
AB-2026-10185,2026-03-04,Eigener Shop,K-14281,Vorkasse,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,79.9,79.9,24.0
AB-2026-10186,2026-01-24,Eigener Shop,K-10743,Rechnungskauf,TEE-OVS-S-SCH,T-Shirt Oversized,S,Schwarz,1,34.9,34.9,9.0
AB-2026-10186,2026-01-24,Eigener Shop,K-10743,Rechnungskauf,TEE-OVS-XS-WEI,T-Shirt Oversized,XS,Weiss,1,34.9,34.9,9.0
AB-2026-10187,2026-06-26,Eigener Shop,K-10122,Rechnungskauf,SOCK-3P-XS-SCH,Sneaker Socken 3er-Pack,XS,Schwarz,1,19.9,19.9,4.8
AB-2026-10188,2026-01-16,Eigener Shop,K-18037,Rechnungskauf,SOCK-3P-L-SCH,Sneaker Socken 3er-Pack,L,Schwarz,1,19.9,19.9,4.8
AB-2026-10189,2026-06-25,Eigener Shop,K-11910,Kreditkarte,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-10189,2026-06-25,Eigener Shop,K-11910,Kreditkarte,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,79.9,79.9,24.0
AB-2026-10190,2026-03-25,Eigener Shop,K-12725,Vorkasse,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,29.9,29.9,7.5
AB-2026-10191,2026-03-02,Eigener Shop,K-15965,Kreditkarte,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-10191,2026-03-02,Eigener Shop,K-15965,Kreditkarte,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,64.9,64.9,19.5
AB-2026-10192,2026-04-12,Amazon,K-15386,Rechnungskauf,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,69.9,69.9,21.0
AB-2026-10193,2026-05-06,Eigener Shop,K-10391,Vorkasse,CAP-LG-M-NAV,Cap Logo,M,Navy,1,24.9,24.9,6.0
AB-2026-10193,2026-05-06,Eigener Shop,K-10391,Vorkasse,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,24.9,24.9,6.0
AB-2026-10194,2026-02-17,Eigener Shop,K-19359,PayPal,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,79.9,79.9,24.0
AB-2026-10194,2026-02-17,Eigener Shop,K-19359,PayPal,KLEID-PR-S-NAV,Sommerkleid Print,S,Navy,1,79.9,79.9,24.0
AB-2026-10195,2026-04-26,Zalando,K-16035,PayPal,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,29.9,29.9,7.5
AB-2026-10195,2026-04-26,Zalando,K-16035,PayPal,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,29.9,29.9,7.5
AB-2026-10195,2026-04-26,Zalando,K-16035,PayPal,SOCK-3P-XS-OLI,Sneaker Socken 3er-Pack,XS,Oliv,1,19.9,19.9,4.8
AB-2026-10196,2026-04-22,Eigener Shop,K-19532,Kreditkarte,CAP-LG-M-SCH,Cap Logo,M,Schwarz,1,24.9,24.9,6.0
AB-2026-10197,2026-03-09,Eigener Shop,K-11365,Rechnungskauf,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,34.9,34.9,9.0
AB-2026-10198,2026-06-18,Zalando,K-12870,PayPal,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,34.9,34.9,9.0
AB-2026-10198,2026-06-18,Zalando,K-12870,PayPal,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,34.9,34.9,9.0
AB-2026-10198,2026-06-18,Zalando,K-12870,PayPal,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-10199,2026-03-31,Zalando,K-10329,PayPal,KLEID-PR-XS-WEI,Sommerkleid Print,XS,Weiss,1,79.9,79.9,24.0
AB-2026-10199,2026-03-31,Zalando,K-10329,PayPal,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,79.9,79.9,24.0
AB-2026-10199,2026-03-31,Zalando,K-10329,PayPal,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-10199,2026-03-31,Zalando,K-10329,PayPal,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,29.9,29.9,7.5
AB-2026-10199,2026-03-31,Zalando,K-10329,PayPal,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,69.9,69.9,21.0
AB-2026-10199,2026-03-31,Zalando,K-10329,PayPal,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-10200,2026-02-28,Amazon,K-17655,PayPal,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,29.9,29.9,7.5
AB-2026-10201,2026-03-29,Amazon,K-16786,Rechnungskauf,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,64.9,64.9,19.5
AB-2026-10201,2026-03-29,Amazon,K-16786,Rechnungskauf,TEE-OVS-L-NAV,T-Shirt Oversized,L,Navy,1,34.9,34.9,9.0
AB-2026-10202,2026-03-22,Eigener Shop,K-11352,Vorkasse,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,24.9,24.9,6.0
AB-2026-10202,2026-03-22,Eigener Shop,K-11352,Vorkasse,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,69.9,69.9,21.0
AB-2026-10203,2026-03-28,Amazon,K-14480,Vorkasse,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,79.9,79.9,24.0
AB-2026-10204,2026-01-29,Eigener Shop,K-14437,PayPal,SOCK-3P-XS-OLI,Sneaker Socken 3er-Pack,XS,Oliv,1,19.9,19.9,4.8
AB-2026-10204,2026-01-29,Eigener Shop,K-14437,PayPal,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,64.9,64.9,19.5
AB-2026-10205,2026-01-12,Eigener Shop,K-12453,Kreditkarte,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,29.9,29.9,7.5
AB-2026-10205,2026-01-12,Eigener Shop,K-12453,Kreditkarte,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,29.9,29.9,7.5
AB-2026-10205,2026-01-12,Eigener Shop,K-12453,Kreditkarte,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,64.9,64.9,19.5
AB-2026-10205,2026-01-12,Eigener Shop,K-12453,Kreditkarte,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,64.9,64.9,19.5
AB-2026-10206,2026-02-12,Eigener Shop,K-15642,Vorkasse,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,34.9,34.9,9.0
AB-2026-10206,2026-02-12,Eigener Shop,K-15642,Vorkasse,TEE-OVS-L-NAV,T-Shirt Oversized,L,Navy,1,34.9,34.9,9.0
AB-2026-10206,2026-02-12,Eigener Shop,K-15642,Vorkasse,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,64.9,64.9,19.5
AB-2026-10206,2026-02-12,Eigener Shop,K-15642,Vorkasse,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-10206,2026-02-12,Eigener Shop,K-15642,Vorkasse,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-10206,2026-02-12,Eigener Shop,K-15642,Vorkasse,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,69.9,69.9,21.0
AB-2026-10207,2026-02-24,Zalando,K-13800,PayPal,SOCK-3P-L-NAV,Sneaker Socken 3er-Pack,L,Navy,1,19.9,19.9,4.8
AB-2026-10207,2026-02-24,Zalando,K-13800,PayPal,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,64.9,64.9,19.5
AB-2026-10208,2026-05-07,Eigener Shop,K-18650,Kreditkarte,HOOD-ZP-M-SCH,Zip-Hoodie Heavy,M,Schwarz,1,89.9,89.9,28.0
AB-2026-10209,2026-01-29,Zalando,K-14944,PayPal,TEE-BAS-L-OLI,T-Shirt Basic,L,Oliv,1,29.9,29.9,7.5
AB-2026-10210,2026-04-12,Eigener Shop,K-11035,PayPal,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,64.9,64.9,19.5
AB-2026-10210,2026-04-12,Eigener Shop,K-11035,PayPal,CAP-LG-M-OLI,Cap Logo,M,Oliv,1,24.9,24.9,6.0
AB-2026-10211,2026-03-07,Eigener Shop,K-10570,Rechnungskauf,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,89.9,89.9,28.0
AB-2026-10212,2026-01-16,Zalando,K-14717,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-10213,2026-05-08,Eigener Shop,K-15129,Kreditkarte,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,79.9,79.9,24.0
AB-2026-10213,2026-05-08,Eigener Shop,K-15129,Kreditkarte,CAP-LG-L-NAV,Cap Logo,L,Navy,1,24.9,24.9,6.0
AB-2026-10214,2026-06-08,Amazon,K-13825,Rechnungskauf,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-10214,2026-06-08,Amazon,K-13825,Rechnungskauf,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,64.9,64.9,19.5
AB-2026-10215,2026-05-20,Amazon,K-11755,Kreditkarte,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,69.9,69.9,21.0
AB-2026-10215,2026-05-20,Amazon,K-11755,Kreditkarte,HOOD-ZP-M-SCH,Zip-Hoodie Heavy,M,Schwarz,1,89.9,89.9,28.0
AB-2026-10215,2026-05-20,Amazon,K-11755,Kreditkarte,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,64.9,64.9,19.5
AB-2026-10216,2026-04-06,Eigener Shop,K-18542,Kreditkarte,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,29.9,29.9,7.5
AB-2026-10217,2026-01-13,Amazon,K-17554,Kreditkarte,TEE-OVS-XS-SCH,T-Shirt Oversized,XS,Schwarz,1,34.9,34.9,9.0
AB-2026-10218,2026-01-16,Eigener Shop,K-18231,PayPal,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,89.9,89.9,28.0
