return_number,return_date,status,progress,sales_order_number,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity_returned,return_reason,return_reason_category,refund_amount,return_type
RT-2026-4314,2026-06-21,freigegeben,eingegangen,AB-2026-10494,Eigener Shop,K-18538,Kreditkarte,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4315,2026-05-02,freigegeben,eingegangen,AB-2026-10495,Eigener Shop,K-19052,Vorkasse,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-4316,2026-05-24,freigegeben,eingegangen,AB-2026-10497,Eigener Shop,K-10530,Rechnungskauf,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Zu spaet geliefert,Gutschrift,29.9,kundenretoure
RT-2026-4317,2026-07-13,freigegeben,eingegangen,AB-2026-10499,Amazon,K-15308,Vorkasse,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4318,2026-03-02,freigegeben,eingegangen,AB-2026-10501,Eigener Shop,K-11091,Vorkasse,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4319,2026-03-03,freigegeben,eingegangen,AB-2026-10503,Amazon,K-18401,Vorkasse,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-4320,2026-07-06,freigegeben,eingegangen,AB-2026-10507,Eigener Shop,K-10442,PayPal,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,69.9,kundenretoure
RT-2026-4321,2026-07-14,freigegeben,eingegangen,AB-2026-10507,Eigener Shop,K-10442,PayPal,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,Zu gross,Gutschrift,69.9,kundenretoure
RT-2026-4322,2026-06-20,freigegeben,eingegangen,AB-2026-10507,Eigener Shop,K-10442,PayPal,JOG-CL-L-OLI,Jogger Classic,L,Oliv,1,Zu spaet geliefert,Gutschrift,64.9,kundenretoure
RT-2026-4323,2026-06-23,freigegeben,eingegangen,AB-2026-10507,Eigener Shop,K-10442,PayPal,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,64.9,kundenretoure
RT-2026-4324,2026-03-29,freigegeben,eingegangen,AB-2026-10512,Eigener Shop,K-11427,PayPal,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,Entspricht nicht dem Foto,Gutschrift,34.9,kundenretoure
RT-2026-4325,2026-06-27,freigegeben,eingegangen,AB-2026-10523,Eigener Shop,K-17032,Kreditkarte,SOCK-3P-M-OLI,Sneaker Socken 3er-Pack,M,Oliv,1,Zu klein,Gutschrift,19.9,kundenretoure
RT-2026-4326,2026-05-14,freigegeben,eingegangen,AB-2026-10524,Eigener Shop,K-14692,Vorkasse,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4327,2026-07-16,freigegeben,eingegangen,AB-2026-10528,Amazon,K-18810,Kreditkarte,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-4328,2026-02-24,freigegeben,eingegangen,AB-2026-10531,Eigener Shop,K-10247,Rechnungskauf,HOOD-ZP-S-SCH,Zip-Hoodie Heavy,S,Schwarz,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-4329,2026-06-10,freigegeben,eingegangen,AB-2026-10533,Zalando,K-18313,Rechnungskauf,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-4329,2026-06-10,freigegeben,eingegangen,AB-2026-10533,Zalando,K-18313,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4329,2026-06-10,freigegeben,eingegangen,AB-2026-10533,Zalando,K-18313,Rechnungskauf,TEE-BAS-S-SCH,T-Shirt Basic,S,Schwarz,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-4330,2026-04-25,freigegeben,eingegangen,AB-2026-10541,Zalando,K-17700,Rechnungskauf,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-4331,2026-04-05,freigegeben,eingegangen,AB-2026-10542,Eigener Shop,K-18905,Vorkasse,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4332,2026-05-11,freigegeben,eingegangen,AB-2026-10543,Amazon,K-12918,PayPal,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4333,2026-05-22,freigegeben,eingegangen,AB-2026-10543,Amazon,K-12918,PayPal,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4334,2026-02-18,freigegeben,eingegangen,AB-2026-10546,Eigener Shop,K-11580,Rechnungskauf,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4335,2026-05-21,freigegeben,eingegangen,AB-2026-10548,Zalando,K-16972,Rechnungskauf,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-4336,2026-06-16,freigegeben,eingegangen,AB-2026-10550,Zalando,K-15144,PayPal,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4337,2026-06-27,freigegeben,eingegangen,AB-2026-10555,Eigener Shop,K-18906,Rechnungskauf,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4338,2026-03-25,freigegeben,eingegangen,AB-2026-10561,Amazon,K-11432,Rechnungskauf,HOOD-ZP-M-WEI,Zip-Hoodie Heavy,M,Weiss,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4339,2026-03-25,freigegeben,eingegangen,AB-2026-10564,Zalando,K-15874,PayPal,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4340,2026-07-25,freigegeben,eingegangen,AB-2026-10566,Eigener Shop,K-17681,Rechnungskauf,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-4341,2026-02-20,freigegeben,eingegangen,AB-2026-10573,Amazon,K-18458,Vorkasse,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4342,2026-07-05,freigegeben,eingegangen,AB-2026-10576,Eigener Shop,K-17372,PayPal,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-4342,2026-07-05,freigegeben,eingegangen,AB-2026-10576,Eigener Shop,K-17372,PayPal,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4343,2026-05-14,freigegeben,eingegangen,AB-2026-10581,Eigener Shop,K-10887,Vorkasse,HOOD-ZP-S-WEI,Zip-Hoodie Heavy,S,Weiss,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4344,2026-01-28,freigegeben,eingegangen,AB-2026-10584,Eigener Shop,K-18648,Vorkasse,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-4345,2026-05-21,freigegeben,eingegangen,AB-2026-10585,Eigener Shop,K-19180,Rechnungskauf,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-4346,2026-03-14,freigegeben,eingegangen,AB-2026-10592,Zalando,K-11202,Vorkasse,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-4347,2026-06-21,freigegeben,eingegangen,AB-2026-10593,Amazon,K-19217,Kreditkarte,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Falscher Artikel,Ersatzlieferung,34.9,kundenretoure
RT-2026-4348,2026-03-08,freigegeben,eingegangen,AB-2026-10601,Eigener Shop,K-18345,Kreditkarte,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-4349,2026-01-14,freigegeben,eingegangen,AB-2026-10608,Eigener Shop,K-17201,Rechnungskauf,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4350,2026-06-26,freigegeben,eingegangen,AB-2026-10611,Eigener Shop,K-17623,Kreditkarte,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4351,2026-06-17,freigegeben,eingegangen,AB-2026-10611,Eigener Shop,K-17623,Kreditkarte,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-4352,2026-04-15,freigegeben,eingegangen,AB-2026-10626,Eigener Shop,K-18920,Kreditkarte,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-4353,2026-03-16,freigegeben,eingegangen,AB-2026-10627,Zalando,K-18694,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4354,2026-03-12,freigegeben,eingegangen,AB-2026-10628,Eigener Shop,K-16311,PayPal,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-4355,2026-05-16,freigegeben,eingegangen,AB-2026-10629,Eigener Shop,K-18562,PayPal,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-4356,2026-03-24,freigegeben,eingegangen,AB-2026-10630,Eigener Shop,K-15248,Rechnungskauf,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4357,2026-02-14,freigegeben,eingegangen,AB-2026-10635,Zalando,K-13330,Vorkasse,HOOD-CL-XL-OLI,Hoodie Classic,XL,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4358,2026-07-15,freigegeben,eingegangen,AB-2026-10646,Amazon,K-19354,Rechnungskauf,HOOD-ZP-L-WEI,Zip-Hoodie Heavy,L,Weiss,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4359,2026-02-07,freigegeben,eingegangen,AB-2026-10655,Eigener Shop,K-10477,Rechnungskauf,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,Entspricht nicht dem Foto,Gutschrift,89.9,kundenretoure
RT-2026-4360,2026-03-21,freigegeben,eingegangen,AB-2026-10656,Eigener Shop,K-18964,Kreditkarte,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,79.9,kundenretoure
RT-2026-4361,2026-02-27,freigegeben,eingegangen,AB-2026-10660,Eigener Shop,K-15111,PayPal,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Mangelhafte Qualitaet,Gutschrift,69.9,kundenretoure
RT-2026-4362,2026-05-12,freigegeben,eingegangen,AB-2026-10663,Amazon,K-12643,PayPal,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4363,2026-06-28,freigegeben,eingegangen,AB-2026-10665,Eigener Shop,K-19820,Kreditkarte,SOCK-3P-L-SCH,Sneaker Socken 3er-Pack,L,Schwarz,1,Zu spaet geliefert,Gutschrift,19.9,kundenretoure
RT-2026-4364,2026-03-19,freigegeben,eingegangen,AB-2026-10667,Eigener Shop,K-17075,Rechnungskauf,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4365,2026-03-06,freigegeben,eingegangen,AB-2026-10669,Amazon,K-18046,PayPal,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4366,2026-05-31,freigegeben,eingegangen,AB-2026-10676,Eigener Shop,K-19483,PayPal,TEE-BAS-XL-OLI,T-Shirt Basic,XL,Oliv,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-4367,2026-03-29,freigegeben,eingegangen,AB-2026-10679,Eigener Shop,K-16225,Rechnungskauf,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-4368,2026-02-14,freigegeben,eingegangen,AB-2026-10682,Eigener Shop,K-15862,PayPal,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4369,2026-01-20,freigegeben,eingegangen,AB-2026-10684,Eigener Shop,K-17410,PayPal,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,Entspricht nicht dem Foto,Gutschrift,34.9,kundenretoure
RT-2026-4370,2026-05-31,freigegeben,eingegangen,AB-2026-10695,Amazon,K-17675,PayPal,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4371,2026-02-03,freigegeben,eingegangen,AB-2026-10697,Eigener Shop,K-10109,Kreditkarte,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4372,2026-03-05,freigegeben,eingegangen,AB-2026-10701,Eigener Shop,K-16276,Vorkasse,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4373,2026-01-30,freigegeben,eingegangen,AB-2026-10706,Eigener Shop,K-14389,Vorkasse,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4374,2026-05-12,freigegeben,eingegangen,AB-2026-10713,Eigener Shop,K-14870,Vorkasse,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4375,2026-03-21,freigegeben,eingegangen,AB-2026-10720,Zalando,K-12113,Rechnungskauf,TEE-BAS-M-SCH,T-Shirt Basic,M,Schwarz,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4376,2026-06-06,freigegeben,eingegangen,AB-2026-10729,Eigener Shop,K-16665,PayPal,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4377,2026-06-17,freigegeben,eingegangen,AB-2026-10731,Eigener Shop,K-19507,Rechnungskauf,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4378,2026-03-18,freigegeben,eingegangen,AB-2026-10734,Amazon,K-13839,PayPal,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4379,2026-02-27,freigegeben,eingegangen,AB-2026-10739,Zalando,K-14629,Kreditkarte,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-4380,2026-04-27,freigegeben,eingegangen,AB-2026-10741,Eigener Shop,K-13281,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4381,2026-06-26,freigegeben,eingegangen,AB-2026-10753,Amazon,K-14175,Rechnungskauf,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,Beschaedigt angekommen,Ersatzlieferung,19.9,kundenretoure
RT-2026-4382,2026-06-01,freigegeben,eingegangen,AB-2026-10758,Amazon,K-18501,Vorkasse,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-4383,2026-05-25,freigegeben,eingegangen,AB-2026-10758,Amazon,K-18501,Vorkasse,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4384,2026-07-13,freigegeben,eingegangen,AB-2026-10759,Amazon,K-11397,Rechnungskauf,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-4385,2026-01-27,freigegeben,eingegangen,AB-2026-10761,Eigener Shop,K-14080,PayPal,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-4386,2026-03-07,freigegeben,eingegangen,AB-2026-10765,Eigener Shop,K-15533,Kreditkarte,HOOD-CL-XL-OLI,Hoodie Classic,XL,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4387,2026-05-10,freigegeben,eingegangen,AB-2026-10770,Eigener Shop,K-14278,Rechnungskauf,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-4388,2026-03-11,freigegeben,eingegangen,AB-2026-10771,Amazon,K-15282,Rechnungskauf,SOCK-3P-S-SCH,Sneaker Socken 3er-Pack,S,Schwarz,1,Zu gross,Gutschrift,19.9,kundenretoure
RT-2026-4389,2026-02-24,freigegeben,eingegangen,AB-2026-10778,Amazon,K-16962,Kreditkarte,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4390,2026-02-19,freigegeben,eingegangen,AB-2026-10779,Eigener Shop,K-13956,PayPal,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-4391,2026-03-17,freigegeben,eingegangen,AB-2026-10787,Eigener Shop,K-17479,Kreditkarte,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4392,2026-06-19,freigegeben,eingegangen,AB-2026-10788,Eigener Shop,K-13730,Rechnungskauf,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4393,2026-05-06,freigegeben,eingegangen,AB-2026-10791,Eigener Shop,K-19581,Kreditkarte,KLEID-PR-XS-WEI,Sommerkleid Print,XS,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4394,2026-07-21,freigegeben,eingegangen,AB-2026-10807,Eigener Shop,K-14365,Kreditkarte,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-4395,2026-03-30,freigegeben,eingegangen,AB-2026-10809,Amazon,K-18563,Vorkasse,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4396,2026-04-08,freigegeben,eingegangen,AB-2026-10812,Eigener Shop,K-19294,PayPal,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4397,2026-02-10,freigegeben,eingegangen,AB-2026-10813,Zalando,K-19284,PayPal,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4398,2026-02-08,freigegeben,eingegangen,AB-2026-10816,Eigener Shop,K-17337,PayPal,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-4399,2026-02-17,freigegeben,eingegangen,AB-2026-10817,Amazon,K-10591,Rechnungskauf,TEE-OVS-L-NAV,T-Shirt Oversized,L,Navy,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-4400,2026-06-25,freigegeben,eingegangen,AB-2026-10818,Eigener Shop,K-10921,Rechnungskauf,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4401,2026-02-22,freigegeben,eingegangen,AB-2026-10820,Amazon,K-10073,Rechnungskauf,SOCK-3P-XS-WEI,Sneaker Socken 3er-Pack,XS,Weiss,1,Zu klein,Gutschrift,19.9,kundenretoure
RT-2026-4402,2026-06-26,freigegeben,eingegangen,AB-2026-10822,Eigener Shop,K-10423,Rechnungskauf,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4403,2026-06-27,freigegeben,eingegangen,AB-2026-10823,Amazon,K-17445,PayPal,HOOD-ZP-XS-SCH,Zip-Hoodie Heavy,XS,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,89.9,kundenretoure
RT-2026-4404,2026-07-14,freigegeben,eingegangen,AB-2026-10825,Eigener Shop,K-17178,Rechnungskauf,TEE-BAS-XS-NAV,T-Shirt Basic,XS,Navy,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-4405,2026-05-04,freigegeben,eingegangen,AB-2026-10828,Eigener Shop,K-13227,Rechnungskauf,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4405,2026-05-04,freigegeben,eingegangen,AB-2026-10828,Eigener Shop,K-13227,Rechnungskauf,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4405,2026-05-04,freigegeben,eingegangen,AB-2026-10828,Eigener Shop,K-13227,Rechnungskauf,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-4405,2026-05-04,freigegeben,eingegangen,AB-2026-10828,Eigener Shop,K-13227,Rechnungskauf,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-4406,2026-04-03,freigegeben,eingegangen,AB-2026-10835,Amazon,K-10230,PayPal,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Falscher Artikel,Ersatzlieferung,69.9,kundenretoure
RT-2026-4407,2026-01-22,freigegeben,eingegangen,AB-2026-10836,Amazon,K-11489,PayPal,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,Zu gross,Gutschrift,24.9,kundenretoure
RT-2026-4408,2026-02-18,freigegeben,eingegangen,AB-2026-10840,Eigener Shop,K-12524,PayPal,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4409,2026-04-18,freigegeben,eingegangen,AB-2026-10847,Amazon,K-18646,Kreditkarte,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4410,2026-02-08,freigegeben,eingegangen,AB-2026-10849,Eigener Shop,K-10599,Kreditkarte,SOCK-3P-XL-NAV,Sneaker Socken 3er-Pack,XL,Navy,1,Entspricht nicht dem Foto,Gutschrift,19.9,kundenretoure
RT-2026-4411,2026-04-12,freigegeben,eingegangen,AB-2026-10854,Zalando,K-13138,PayPal,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4412,2026-02-23,freigegeben,eingegangen,AB-2026-10863,Amazon,K-10910,Vorkasse,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-4413,2026-02-20,freigegeben,eingegangen,AB-2026-10871,Eigener Shop,K-14048,Kreditkarte,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-4414,2026-05-29,freigegeben,eingegangen,AB-2026-10872,Eigener Shop,K-15620,PayPal,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4415,2026-05-25,freigegeben,eingegangen,AB-2026-10876,Eigener Shop,K-13553,PayPal,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,Zu klein,Gutschrift,19.9,kundenretoure
RT-2026-4416,2026-05-30,freigegeben,eingegangen,AB-2026-10876,Eigener Shop,K-13553,PayPal,TEE-OVS-S-SCH,T-Shirt Oversized,S,Schwarz,1,Entspricht nicht dem Foto,Gutschrift,34.9,kundenretoure
RT-2026-4417,2026-01-20,freigegeben,eingegangen,AB-2026-10883,Amazon,K-12015,PayPal,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4418,2026-01-23,freigegeben,eingegangen,AB-2026-10883,Amazon,K-12015,PayPal,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4419,2026-03-30,freigegeben,eingegangen,AB-2026-10885,Eigener Shop,K-17839,Kreditkarte,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Entspricht nicht dem Foto,Gutschrift,69.9,kundenretoure
RT-2026-4420,2026-06-21,freigegeben,eingegangen,AB-2026-10890,Amazon,K-12894,Vorkasse,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-4421,2026-04-28,freigegeben,eingegangen,AB-2026-10892,Eigener Shop,K-14861,Kreditkarte,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4422,2026-02-19,freigegeben,eingegangen,AB-2026-10893,Eigener Shop,K-15958,Rechnungskauf,HOOD-ZP-M-WEI,Zip-Hoodie Heavy,M,Weiss,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-4423,2026-02-20,freigegeben,eingegangen,AB-2026-10895,Eigener Shop,K-14487,PayPal,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4424,2026-04-15,freigegeben,eingegangen,AB-2026-10908,Zalando,K-16902,Vorkasse,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4425,2026-03-08,freigegeben,eingegangen,AB-2026-10916,Eigener Shop,K-11093,Rechnungskauf,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
